11092.json,FALSE,"ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga, Tenn.","technology,terrorism",pamela-geller,President of American Freedom Defense Intitiative,New York,activist,0,1,1,0,0,a tweet 
12163.json,mostly-true,Youth unemployment in minority communities is about 40 to 45 percent.,"diversity,economy,jobs",peter-kinder,Lieutenant governor,Missouri,republican,0,0,0,1,1,a gubernatorial debate
13237.json,TRUE,Says Paul Ryan is still endorsing Trump.,"candidates-biography,elections,campaign-advertising",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a tweet
5383.json,barely-true,"If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.","economy,labor,states,unions,workers",nicholas-kettle,State senator,Rhode Island,republican,1,0,0,0,0,a radio talk show
9727.json,FALSE,What (the Obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,"climate-change,energy,environment,government-regulation",shelley-moore-capito,U.S. House of Representative,West Virginia,republican,1,1,0,0,0,a campaign ad
8239.json,mostly-true,We cut business taxes so today 70 percent of our businesses dont pay a business tax.,"small-business,taxes",rick-scott,Governor,Florida,republican,28,23,38,34,7,a speech at an Americans for Prosperity Foundation conference
10121.json,mostly-true,Says Mark Pryor votes with Obama 93 percent of the time.,"bipartisanship,voting-record",tom-cotton,U.S. House of Representatives,Arkansas,republican,3,4,2,3,1,a debate
7550.json,TRUE,We have a federal government that thinks they have the authority to regulate our toilet seats.,"consumer-safety,corrections-and-updates,government-regulation,market-regulation,states,supreme-court,workers",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a speech at CPAC
9018.json,TRUE,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,"city-government,population",lee-leffingwell,Austin mayor,Texas,democrat,1,0,4,1,0,"his ""State of the City"" address"
1038.json,TRUE,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",military,north-korea,,,none,0,0,0,0,0,a released statement
2940.json,pants-fire,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.","health-care,pop-culture",walking-dead,,,none,0,0,0,0,1,the TV show's season finale
8492.json,TRUE,"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",debt,kelly-ayotte,U.S. Senator,New Hampshire,republican,2,1,1,4,0,"a town hall meeting in Hudson, N.H."
5352.json,FALSE,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,"legal-issues,supreme-court",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a speech at the CPAC conference
12027.json,half-true,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,"military,voting-record",keep-promise-1-pac,,,republican,0,1,1,0,0,a TV ad
5210.json,pants-fire,"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company","energy,stimulus",national-republican-congressional-committee,,,republican,18,9,8,5,8,a news release
7993.json,pants-fire,Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,"abortion,pundits,women",rachel-maddow,MSNBC host,,none,6,6,4,6,1,"On ‰ÛÏThe Rachel Maddow Show,‰Û broadcast on MSNBC"
1926.json,FALSE,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,"homeland-security,terrorism",jerry-patterson,state land commissioner,Texas,republican,1,1,1,3,0,a speech at the Texas Republican Party Convention
11418.json,half-true,African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.,"diversity,economy,jobs",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a Democratic presidential debate in Las Vegas
7990.json,pants-fire,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.","health-care,immigration",chain-email,,,none,11,43,8,5,105,a long-running chain email
3652.json,FALSE,President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.,"deficit,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,an interview with ABC news
12848.json,pants-fire,It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khans) life.,"iraq,military",katrina-pierson,,,republican,0,0,0,0,1,an interview on CNN.
13503.json,TRUE,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,patriotism,blog-posting,,,none,7,19,3,5,44,Townhall.com 
4930.json,barely-true,Says the paperback edition of Mitt Romneys book deleted line that Massachusetts individual mandate should be the model for the country,"health-care,states",rick-perry,Governor,Texas,republican,30,30,42,23,18,a Republican presidential debate in Iowa
13210.json,barely-true,"Maggie Hassan raised tuition, making it the highest in America.",education,national-republican-senatorial-committee,,,republican,11,5,7,2,5,an ad
8187.json,FALSE,Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.,"campaign-finance,ethics,history",ken-cuccinelli,Attorney General,Virginia,republican,1,10,3,2,1,a speech.
12758.json,TRUE,"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history",jobs,andrew-cuomo,Governor,New York,democrat,1,0,0,1,0,"a conversation with reporters in Victor, NY."
10693.json,barely-true,"We have towns in West Texas that are out of water, that are having to truck in water.",water,sid-miller,State agriculture commissioner,Texas,republican,1,2,2,0,1,a symposium on water hosted by the Texas Tribune
13077.json,half-true,"In Georgia, women earn 82 cents for every dollar earned by men.","jobs,women",jim-barksdale,Senate Candidate,Georgia,democrat,0,0,2,0,0,On his campaign website
3283.json,half-true,A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,immigration,david-raynor,"Senior Vice President, Government Affairs, Georgia Chamber of Commerce",Georgia,none,0,0,1,0,0,a state legislative committee meeting
12981.json,barely-true,"They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.",immigration,donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview on Fox News
812.json,FALSE,Sen. Obama's campaign announced that he's choosing his cabinet.,elections,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a rally in Bensalem, Pa."
7548.json,mostly-true,"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.","elections,population",battleground-texas,,Texas,democrat,0,0,0,1,0,"an adviser's interview on the ""Colbert Report."""
6000.json,FALSE,Only 2 percent of public high schools in the country offer PE classes.,"education,health-care",michelle-obama,,Illinois,democrat,0,2,1,4,0,an interview with NPR
321.json,mostly-true,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",job-accomplishments,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"a debate in Boca Raton, Fla."
1779.json,TRUE,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""","education,gays-and-lesbians,kagan-nomination,military,supreme-court",john-barrasso,Senator,Wyoming,republican,1,0,0,0,0,an interview on Fox News
1833.json,mostly-true,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.","education,message-machine,taxes",empower-texans,,Texas,none,1,0,0,1,0,a Web video
8584.json,FALSE,"Under Mayor Cicilline, [Providence] was a sanctuary city.","history,homeland-security,immigration,legal-issues,pundits",john-depetro,Talk-show host,Rhode Island,talk-show-host,0,3,0,0,3,a statement on WPRO-AM
10829.json,pants-fire,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,"corrections-and-updates,crime,criminal-justice,sexuality",garnet-coleman,"president, ceo of Apartments for America, Inc.",Texas,democrat,1,0,1,0,1,a committee hearing
6612.json,TRUE,"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.","candidates-biography,job-accomplishments",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,remarks at the Republican National Convention in Tampa
12056.json,FALSE,"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.","civil-rights,elections,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"an interview on ""Meet the Press"""
6161.json,barely-true,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,"criminal-justice,terrorism",michael-opitz,,Georgia,republican,1,0,0,0,0,a YouTube ad
2526.json,barely-true,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,"economy,financial-regulation,message-machine",rick-scott,Governor,Florida,republican,28,23,38,34,7,a TV ad.
3786.json,TRUE,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",jobs,terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a speech.
6697.json,barely-true,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.","housing,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a campaign ad
1738.json,mostly-true,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""","immigration,legal-issues",alfredo-gutierrez,Former state Senator,Arizona,democrat,0,0,0,1,0,an interview on MSNBC's Hardball
7425.json,mostly-true,The only time in our history when the debt has been higher than this was the end of World War II.,debt,david-cote,President and CEO of Honeywell International,,none,0,0,0,1,0,a speech during a ‰ÛÏFix the Debt‰Û press event
10039.json,mostly-true,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,"deficit,federal-budget,health-care",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at Northwestern University
2166.json,TRUE,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.","economy,abc-news-week",george-will,Columnist,Maryland,columnist,7,6,3,5,1,"a roundtable discussion on ABC's ""This Week"""
1978.json,FALSE,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,"kagan-nomination,supreme-court",elena-kagan,U.S. solicitor general,New York,democrat,0,0,1,0,0,a law review article
3005.json,barely-true,Says one out of three U.S. homeless men is a veteran.,"poverty,veterans",texas-veterans-commission,,,none,1,0,0,0,0,a newspaper article.
9165.json,FALSE,Says Charlie Crist supports cuts to the Medicare Advantage program.,"health-care,medicare",republican-party-florida,,,republican,10,6,6,6,4,a Facebook post
2109.json,half-true,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,energy,maurice-ferre,Former mayor of Miami,Florida,democrat,1,0,1,0,0,an editorial board meeting
10053.json,TRUE,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,"health-care,legal-issues,women",jeanne-shaheen,Senator,New Hampshire,democrat,3,0,4,2,0,a news release
9613.json,half-true,"At some point in their lives, 99% of women use birth control.",sexuality,susan-happ,Jefferson County District Attorney,Wisconsin,democrat,0,0,1,0,0,a press release
3146.json,FALSE,"In the past 20 years, Egypt has made great strides in political and democratic reform.","foreign-policy,abc-news-week",sameh-shoukry,,,none,0,1,0,0,0,"an interview on ABC's ""This Week with Christiane Amanpour."""
8755.json,FALSE,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,"terrorism,transportation",karl-rove,,Texas,republican,2,5,2,8,0,"comments on ""Fox News Sunday"""
9989.json,TRUE,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,federal-budget,gwen-graham,,Florida,democrat,0,0,1,0,0,a campaign commercial
2044.json,half-true,"In Rick Perrys Texas, we import nurses ... from other countries.",health-care,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,a speech at the Texas Democratic Party convention
11657.json,mostly-true,There is a federal criminal law that says its a crime to transport dentures across state lines.,public-health,bob-goodlatte,U.S. Congressman,Virginia,republican,0,1,4,3,0,a radio interview.
11131.json,mostly-true,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,"crime,criminal-justice",cory-booker,U.S. senator,New Jersey,democrat,0,4,2,8,0,a post on Instagram
767.json,barely-true,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",taxes,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,vice presidential debate in St. Louis
10263.json,FALSE,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,"city-budget,city-government,taxes",jim-skaggs,"Treasurer, Citizens Against Rail Taxes",Texas,none,0,1,0,0,0,as quoted in a news story
1969.json,FALSE,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",immigration,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,comments on 'Meet the Press'
10386.json,TRUE,I belong to the AFL-CIO.,"candidates-biography,labor",rick-perry,Governor,Texas,republican,30,30,42,23,18,Texas Public Policy Foundation policy orientation
2020.json,mostly-true,The insurance commissioner cant do squat about health care.,health-care,ralph-hudgens,,Georgia,republican,0,0,0,1,0,a radio interview broadcast over the Internet
4264.json,half-true,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,polls,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a New Hampshire town hall.
6359.json,barely-true,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.","foreign-policy,history,military",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,an interview on 'Face the Nation.'
8931.json,barely-true,Says David Jolly supports privatizing Social Security.,social-security,florida-democratic-party,,Florida,democrat,5,4,4,5,3,a robocall to 13th Congressional District voters
9213.json,TRUE,Did you know US population growth is at its lowest since the Great Depression?,"immigration,population",robert-sarvis,"lawyer, businessman",Virginia,libertarian,0,0,0,1,0,a tweet.
7599.json,mostly-true,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",education,will-weatherford,State Representative,Florida,republican,2,3,4,3,0,a Board of Governors meeting
7258.json,TRUE,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",guns,mark-shields,Columnist and commentator,"Washington, D.C.",none,1,0,0,0,0,the PBS NewsHour
7128.json,mostly-true,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,housing,national-association-realtors,,,none,0,0,0,1,0,a web post
5667.json,FALSE,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,guns,brady-campaign-prevent-gun-violence,,,none,1,1,0,0,0,a congressional briefing
4170.json,pants-fire,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",transportation,federal-transit-administration,,,none,0,0,0,0,1,a press release
10072.json,mostly-true,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.","income,message-machine-2014,poverty",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2,2,3,1,0,a debate
10624.json,mostly-true,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.","foreign-policy,history,terrorism",mitch-mcconnell,Senate minority leader,Kentucky,republican,7,6,5,7,0,"an interview on CNN's ""State of the Union"""
13142.json,FALSE,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.","foreign-policy,military,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a presidential debate at Hofstra University
338.json,TRUE,Sen. Obama has always had a 100 percent prochoice rating.,abortion,barack-obama,President,Illinois,democrat,70,71,160,163,9,an e-mail message sent to voters before Super Tuesday.
7848.json,half-true,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.","candidates-biography,economy,pensions,retirement,state-finances,wealth,workers",frank-caprio,R.I. General Treasurer,Rhode Island,democrat,0,0,4,0,0,"an appearance on ""10 News Conference"""
2820.json,TRUE,The (federal) debt is growing by more than $4 billion a day.,"deficit,economy,federal-budget",rick-perry,Governor,Texas,republican,30,30,42,23,18,"in ""Fed Up! Our Fight to Save America from Washington"""
4456.json,half-true,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",jobs,david-scott,Congressman ,Georgia,democrat,0,0,2,1,0,a WABE-FM (90.1) radio interview
7796.json,FALSE,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.","education,retirement",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a speech.
7467.json,mostly-true,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,"government-regulation,jobs,poverty,welfare",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a speech
8654.json,half-true,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.","corporations,economy,health-care,public-health,workers",ron-johnson,,Wisconsin,republican,14,6,10,10,1,an interview
9492.json,half-true,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.","elections,taxes",donna-brazile,Political commentator,"Washington, D.C.",democrat,0,1,4,7,0,"comments on CNN's ""State of the Union"""
6895.json,barely-true,Says Obama promised unemployment would never go above 8 percent.,jobs,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a vice presidential debate
10423.json,TRUE,The economy is creating jobs at the fastest pace since 1999.,"economy,jobs",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union address
6767.json,mostly-true,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,"foreign-policy,israel,message-machine-2012",adam-hasner,,Florida,republican,2,1,4,4,0,a press release from the Mitt Romney campaign
11043.json,mostly-true,"In a majority of states, you can now marry freely, but can still be fired for who you love.","civil-rights,gays-and-lesbians,states",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1,2,2,3,0,a statement
4357.json,pants-fire,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,candidates-biography,blog-posting,,,none,7,19,3,5,44,web pages
162.json,pants-fire,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",job-accomplishments,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,Philadelphia
10768.json,FALSE,"About half of the presidents have been governors; half of them, senators.","congress,corrections-and-updates,elections,history,states",ted-cruz,Senator,Texas,republican,36,33,15,19,8,remarks in New Hampshire
12593.json,mostly-true,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.","economy,retirement",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"remarks in Cincinnati, Ohio"
8164.json,mostly-true,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",medicaid,kathleen-sebelius,U.S. Health and Human Services Secretary,Kansas,democrat,1,0,1,3,1,a speech
6520.json,TRUE,Says 88 Texas constables have died in the line of duty.,"crime,criminal-justice,history,public-safety,public-service",bruce-elfant,"Constable, Travis County, Precinct 5",Texas,democrat,0,0,0,1,0,a press statement.
9500.json,mostly-true,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",education,republican-party-florida,,,republican,10,6,6,6,4,a TV ad
4629.json,mostly-true,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.","jobs,labor,unions",dave-yost,Ohio auditor,ohio,republican,1,0,0,1,0,a newspaper column
1593.json,TRUE,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",job-accomplishments,alex-sink,,Florida,democrat,1,2,2,4,0,a fundraising e-mail to supporters
10560.json,mostly-true,You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,"education,technology,women",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a conference in Silicon Valley
7555.json,FALSE,The Air Force wants taxpayers to fund a fantasy football league.,"families,federal-budget,military",blog-posting,,,none,7,19,3,5,44,blog posts
6777.json,pants-fire,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,"islam,message-machine-2012",government-not-god-pac,,,none,1,2,0,0,3,a newspaper ad
11385.json,half-true,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,"crime,guns",joe-scarborough,Host of a morning show on MSNBC,,none,1,4,3,3,0,"a broadcast of MSNBC's ""Morning Joe"""
3836.json,mostly-true,Some neighborhood schools are closing.,"education,state-budget",texas-house-democratic-caucus,,Texas,democrat,0,0,0,1,0,a press release
325.json,mostly-true,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,gays-and-lesbians,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,an automated call to voters
2555.json,mostly-true,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.","state-budget,taxes",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,an ABC News U.S. Senate debate.
7803.json,barely-true,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.","economy,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,2013-14 veto message
8985.json,TRUE,Says the U.S. Supreme Court found that Social Security is not guaranteed.,social-security,david-jolly,,Florida,republican,4,0,1,1,0,a Congressional campaign debate
12021.json,FALSE,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,"congress,terrorism",jon-keyser,,Colorado,republican,0,1,0,0,1,a candidate forum 
2932.json,TRUE,Oregonians have an amazing no-cost way to fight abortion with free political donations,"abortion,campaign-finance",oregon-right-life-pac,politican action committee,Oregon,none,0,0,0,0,0,a newspaper ad
11486.json,pants-fire,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.","foreign-policy,immigration,terrorism",sean-hannity,Radio/TV host,,none,3,5,3,2,1,"a segment of Fox News' ""Hannity"""
7324.json,barely-true,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.","immigration,pundits",rush-limbaugh,Radio host,,none,9,11,5,2,10,a radio interview
4884.json,mostly-true,Newt Gingrichs immigration plan offers a new doorway to amnesty.,immigration,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a press conference
2257.json,FALSE,Mr. Caprio is a career politician who has never worked in the private sector.,candidates-biography,john-robitaille,,Rhode Island,republican,0,1,2,0,0,a campaign news release
8019.json,barely-true,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.","disability,labor,states,workers",patricia-morgan,Financial adviser,Rhode Island,republican,1,0,1,1,0,a speech on the House floor.
10947.json,mostly-true,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!","debt,federal-budget,taxes",dave-brat,College professor,Virginia,republican,2,5,0,2,0,a Facebook post
